x,y,Ux,Uy,Umag
154.07217888665195,101.25396855542672,1.9481540428737105,-18.52080622683451,18.622984923655956
154.0773807992593,111.49665141442725,2.18804438820834,-18.687173627050925,18.81483447740951
154.08258271186665,121.73933427342779,2.4279347335429122,-18.853541027267354,19.00923134524901
154.087784624474,131.98201713242833,2.667825078877513,-19.019908427483813,19.206098178478562
154.09298653708134,142.22469999142885,2.907715424212114,-19.18627582770023,19.40535980405401
154.09818844968868,152.46738285042937,3.147605769546715,-19.352643227916644,19.606943208657277
154.10339036229604,162.71006570942993,3.3874961148813156,-19.51901062813306,19.81077751703621
154.1085922749034,172.95274856843048,3.6273864602159165,-19.685378028349476,20.016793965337758
154.11379418751073,183.195431427431,3.8672768055505173,-19.85174542856592,20.224925870107334
154.1189961001181,193.43811428643153,4.107167150885147,-20.018112828782336,20.435108593574196
154.12419801272543,203.68079714543205,4.347057496219719,-20.18448022899878,20.64727950579162
154.1267562624792,213.92589869154153,4.3918899243032,-18.156843130837814,18.680461706955967
154.129314512233,224.17100023765101,4.436722352386653,-16.129206032676876,16.728293172846637
154.1318727619868,234.41610178376047,4.481554780470134,-14.10156893451591,14.796573240627673
154.1344310117406,244.66120332986992,4.526387208553587,-12.073931836354973,12.89449538177837
154.1369892614944,254.9063048759794,4.571219636637068,-10.046294738193978,11.037394934179005
154.1395475112482,265.1514064220889,4.616052064720549,-8.018657640033041,9.252394663667948
154.14210576100197,275.39650796819836,4.660884492804001,-5.991020541872103,7.590531693392389
154.14466401075578,285.6416095143078,4.7057169208874825,-3.963383443711166,6.152412539923713
154.14722226050958,295.88671106041727,4.750549348970964,-1.9357463455501716,5.129798537108382
154.14978051026335,306.13181260652675,4.795381777054416,0.09189075261076596,4.79626211732855
154.1518641582149,316.3740334906206,4.714193736653726,1.4305875861044228,4.926479821152351
154.15394780616637,326.61625437471446,4.633005696253065,2.7692844195980797,5.397562225499769
154.1560314541179,336.8584752588083,4.551817655852403,4.107981253091793,6.131439794035598
154.15811510206942,347.10069614290217,4.470629615451713,5.446678086585393,7.046476519328185
154.16019875002092,357.3429170269959,4.389441575051052,6.785374920079107,8.081368086334466
154.16228239797243,367.58513791108976,4.30825353465039,8.124071753572764,9.195737620007785
154.16436604592397,377.8273587951836,4.2270654942497,9.46276858706642,10.363979545765588
154.16644969387548,388.06957967927747,4.145877453849039,10.801465420560078,11.569786302861816
154.16853334182701,398.3118005633713,4.064689413448349,12.140162254053791,12.80254816755444
154.17061698977852,408.5540214474651,3.9835013730476874,13.478859087547448,14.055174331577437
154.17089427898702,418.8004791469183,3.789778491164981,14.173279149938537,14.671205229093456
154.17117156819558,429.0469368463715,3.5960556092822458,14.867699212329569,15.296407938249935
154.17144885740407,439.29339454582464,3.4023327273995108,15.562119274720715,15.929702580668849
154.17172614661263,449.5398522452778,3.208609845516804,16.25653933711169,16.57016138605195
154.17200343582113,459.786309944731,3.0148869636340976,16.95095939950278,17.216984868643014
154.17228072502965,470.03276764418416,2.8211640817513626,17.645379461893867,17.869481893171663
154.17255801423818,480.27922534363734,2.6274411998686276,18.3397995242849,18.527053026580553
154.17283530344667,490.52568304309045,2.433718317985921,19.034219586676045,19.189176640103717
154.1731125926552,500.7721407425437,2.2399954361032144,19.728639649067077,19.855397300394287
154.17338988186373,511.0185984419968,2.0462725542204794,20.42305971145811,20.525316059538266
154.17008533102572,521.2622378902565,2.126075036558859,21.01308024337436,21.12036307395232
154.1667807801877,531.5058773385163,2.2058775188972106,21.603100775290613,21.71542904793129
154.16347622934973,541.749516786776,2.2856800012355905,22.193121307206752,22.31051246440661
154.16017167851172,551.9931562350357,2.3654824835739703,22.783141839123005,22.90561196392038
154.1568671276737,562.2367956832954,2.44528496591235,23.37316237103937,23.50072632467958
154.1535625768357,572.4804351315552,2.5250874482507015,23.96318290295551,24.095854445564125
154.1502580259977,582.7240745798149,2.6048899305890814,24.55320343487176,24.690995331591694
154.1469534751597,592.9677140280746,2.684692412927461,25.143223966788014,25.28614808143173
154.1436489243217,603.2113534763342,2.7644948952658126,25.733244498704266,25.881311876642652
164.66488090332953,101.25138444937355,1.843588243877747,-18.560082687535953,18.651420508399248
164.66971619367368,111.49425060943202,2.007905575492458,-18.726411763526073,18.833751148860955
164.67455148401777,121.7371167694905,2.1722229071071126,-18.892740839516208,19.017208228004563
164.67938677436192,131.97998292954898,2.336540238721824,-19.059069915506356,19.201759459261165
164.68422206470603,142.22284908960748,2.500857570336507,-19.22539899149649,19.38737359647623
164.68905735505012,152.46571524966598,2.6651749019511897,-19.39172806748664,19.574020402087548
164.69389264539427,162.70858140972445,2.829492233565844,-19.558057143476788,19.761670615798476
164.69872793573842,172.95144756978294,2.9938095651805554,-19.724386219466908,19.950295923801797
164.7035632260825,183.1943137298414,3.15812689679521,-19.890715295457028,20.139868928600045
164.70839851642666,193.43717988989988,3.322444228409921,-20.057044371447176,20.3303631194599
164.71323380677075,203.68004604995838,3.4867615600245756,-20.223373447437325,20.52175284353113
164.71575118864226,213.9252675028785,3.532471422195556,-18.191611638622135,18.53140815909791
164.71826857051377,224.17048895579867,3.5781812843664227,-16.15984982980686,16.551257590458164
164.72078595238528,234.4157104087188,3.623891146537318,-14.128088020991612,14.585453649812823
164.7233033342568,244.66093186163894,3.6696010087082698,-12.096326212176365,12.6406914128341
164.72582071612828,254.9061533145591,3.715310870879165,-10.064564403361146,10.72841980427114
164.72833809799977,265.15137476747924,3.7610207330500884,-8.032802594545842,8.869678375080746
164.73085547987134,275.39659622039943,3.806730595221069,-6.001040785730652,7.106594707494927
164.7333728617428,285.64181767331957,3.852440457391964,-3.9692789769154047,5.531407874522815
164.73589024361434,295.8870391262397,3.8981503195628875,-1.9375171681002143,4.353107934636047
164.73840762548582,306.13226057915983,3.943860181733811,0.0942446407150328,3.9449860817712596
164.74043880302958,316.3745028524291,3.87207475688885,1.411567337694521,4.121345080405407
164.74246998057333,326.6167451256984,3.800289332043832,2.72889003467418,4.6785724135242575
164.74450115811712,336.85898739896766,3.728503907198842,4.046212731653668,5.5021431148047455
164.7465323356609,347.1012296722369,3.656718482353824,5.363535428633156,6.491463806676512
164.74856351320466,357.3434719455061,3.584933057508863,6.6808581256126445,7.5819265573721
164.75059469074844,367.5857142187754,3.5131476326639017,7.9981808225921895,8.735737104547814
164.7526258682922,377.82795649204473,3.441362207818912,9.315503519571735,9.930839826951074
164.75465704583596,388.070198765314,3.3695767829739225,10.632826216551337,11.153969743895592
164.7566882233797,398.31244103858324,3.297791358128933,11.950148913530654,12.396833744844196
164.7587194009235,408.5546833118525,3.2260059332839432,13.267471610510313,13.654043987671942
164.75905905807406,418.80131929105187,3.040814074566015,13.940325123137086,14.268118823967152
164.75939871522462,429.0479552702511,2.8556222158480296,14.613178635763745,14.88957917741085
164.75973837237512,439.2945912494505,2.6704303571300727,15.286032148390575,15.517537727806948
164.76007802952572,449.54122722864975,2.4852384984120874,15.958885661017177,16.151236545088715
164.76041768667625,459.787863207849,2.3000466396941306,16.63173917364395,16.790025684461924
164.7607573438268,470.03449918704837,2.1148547809761737,17.30459268627078,17.433345599234645
164.76109700097737,480.2811351662477,1.9296629222582453,17.97744619889744,18.08071267477558
164.76143665812793,490.527771145447,1.7444710635402316,18.650299711524156,18.731707306628703
